{'actual_primer': True, 'actual_word': True, 'primer': 'left', 'question': 'right', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': False, 'actual_word': False, 'primer': 'attitude', 'question': 'nzjjq', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'mine', 'question': 'yours', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rules', 'question': 'yours', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'mine', 'question': 'hktvy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'rules', 'question': 'hktvy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'correct', 'question': 'wrong', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'harvest', 'question': 'wrong', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'correct', 'question': 'fwvry', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'harvest', 'question': 'fwvry', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'demon', 'question': 'devil', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'almanac', 'question': 'devil', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'demon', 'question': 'vtlfy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'almanac', 'question': 'vtlfy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'hue', 'question': 'color', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'hanger', 'question': 'color', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'hue', 'question': 'mjbxs', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'hanger', 'question': 'mjbxs', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'minor', 'question': 'major', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fury', 'question': 'major', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'minor', 'question': 'jqdsg', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'fury', 'question': 'jqdsg', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'best', 'question': 'worst', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'hydrogen', 'question': 'worst', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'best', 'question': 'hdmqf', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'hydrogen', 'question': 'hdmqf', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'ounce', 'question': 'pound', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'grief', 'question': 'pound', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'ounce', 'question': 'wmkzt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'grief', 'question': 'wmkzt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'clean', 'question': 'dirty', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'gymnastics', 'question': 'dirty', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'clean', 'question': 'bwcwc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'gymnastics', 'question': 'bwcwc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'astronaut', 'question': 'space', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'fighter', 'question': 'space', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'astronaut', 'question': 'jdghm', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'fighter', 'question': 'jdghm', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'volcano', 'question': 'erupt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mediocre', 'question': 'erupt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'volcano', 'question': 'mwgvb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'mediocre', 'question': 'mwgvb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'marsh', 'question': 'swamp', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'drugs', 'question': 'swamp', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'marsh', 'question': 'lbllw', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'drugs', 'question': 'lbllw', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'knight', 'question': 'armor', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'week', 'question': 'armor', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'knight', 'question': 'tggsx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'week', 'question': 'tggsx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'precise', 'question': 'exact', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'wear', 'question': 'exact', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'precise', 'question': 'vvdwg', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'wear', 'question': 'vvdwg', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'motionless', 'question': 'still', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'flow', 'question': 'still', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'motionless', 'question': 'dvsgc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'flow', 'question': 'dvsgc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'goodbye', 'question': 'hello', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'male', 'question': 'hello', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'goodbye', 'question': 'zzptt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'male', 'question': 'zzptt', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pocketbook', 'question': 'purse', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'grind', 'question': 'purse', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'pocketbook', 'question': 'krbhk', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'grind', 'question': 'krbhk', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'actress', 'question': 'actor', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'coast', 'question': 'actor', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'actress', 'question': 'fsqgw', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'coast', 'question': 'fsqgw', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cigar', 'question': 'smoke', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'lane', 'question': 'smoke', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'cigar', 'question': 'kqwtl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'lane', 'question': 'kqwtl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'below', 'question': 'above', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'postage', 'question': 'above', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'below', 'question': 'vbchf', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'postage', 'question': 'vbchf', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'untrue', 'question': 'false', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rung', 'question': 'false', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'untrue', 'question': 'rhznx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'rung', 'question': 'rhznx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'observe', 'question': 'watch', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'wasp', 'question': 'watch', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'observe', 'question': 'gbnsb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'wasp', 'question': 'gbnsb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'oregano', 'question': 'spice', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'knock', 'question': 'spice', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'oregano', 'question': 'rxgsb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'knock', 'question': 'rxgsb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'beneath', 'question': 'under', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tricycle', 'question': 'under', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'beneath', 'question': 'pdskr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'tricycle', 'question': 'pdskr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'crevice', 'question': 'crack', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'annoy', 'question': 'crack', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'crevice', 'question': 'klzzn', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'annoy', 'question': 'klzzn', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'debate', 'question': 'argue', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'treasure', 'question': 'argue', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'debate', 'question': 'lvdxl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'treasure', 'question': 'lvdxl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'kid', 'question': 'child', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'ruler', 'question': 'child', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'kid', 'question': 'yxccd', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'ruler', 'question': 'yxccd', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'late', 'question': 'early', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'core', 'question': 'early', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'late', 'question': 'ddrsl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'core', 'question': 'ddrsl', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'gander', 'question': 'goose', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'crescent', 'question': 'goose', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'gander', 'question': 'gswtq', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'crescent', 'question': 'gswtq', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sea', 'question': 'ocean', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'salute', 'question': 'ocean', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'sea', 'question': 'fmzkb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'salute', 'question': 'fmzkb', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'garbage', 'question': 'trash', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chapter', 'question': 'trash', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'garbage', 'question': 'rmpgj', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'chapter', 'question': 'rmpgj', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'disgusting', 'question': 'gross', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'astrology', 'question': 'gross', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'disgusting', 'question': 'gqnhh', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'astrology', 'question': 'gqnhh', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dial', 'question': 'phone', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'husk', 'question': 'phone', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'dial', 'question': 'dthbx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'husk', 'question': 'dthbx', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sentry', 'question': 'guard', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'underground', 'question': 'guard', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'sentry', 'question': 'kxsxy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'underground', 'question': 'kxsxy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'honey', 'question': 'sweet', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'physician', 'question': 'sweet', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'honey', 'question': 'dkfjc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'physician', 'question': 'dkfjc', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'weed', 'question': 'grass', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'complain', 'question': 'grass', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'weed', 'question': 'lsffy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'complain', 'question': 'lsffy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'mustache', 'question': 'beard', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'weights', 'question': 'beard', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'mustache', 'question': 'rdktz', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'weights', 'question': 'rdktz', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'guys', 'question': 'girls', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'reprimand', 'question': 'girls', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'guys', 'question': 'hmxtr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'reprimand', 'question': 'hmxtr', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dim', 'question': 'light', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'adjourn', 'question': 'light', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'dim', 'question': 'yjgnh', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'adjourn', 'question': 'yjgnh', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': True, 'actual_word': True, 'primer': 'fork', 'question': 'spoon', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': True, 'primer': 'point', 'question': 'spoon', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
{'actual_primer': False, 'actual_word': False, 'primer': 'fork', 'question': 'sgkfy', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ')'}
